17
979 800
551 524 23
154 55 644
579 514 -838
215 164 23
813 575 -993
869 284 829
571 469 871
411 23 -420
450 551 156
571 1 286
704 225 559
857 273 368
368 238 753
20 612 133
201 557 -788
723 434 410
627 197 -299
585 811 -294
351 671 -416
893 891 413
179 427 -177
299 306 -862
483 649 -783
416 438 733
773 937 -247
626 178 565
119 858 771
511 959 362
482 289 -680
766 308 417
900 340 -906
255 113 515
821 858 153
840 352 -621
763 619 474
486 931 -98
942 319 -216
455 138 -515
859 351 -745
680 965 -22
209 470 -659
275 139 -383
437 421 -66
578 625 19
391 785 -912
140 306 -796
194 925 -814
645 429 878
764 429 110
187 193 -357
137 92 253
311 182 252
918 710 173
551 569 -905
819 190 629
724 95 909
468 259 549
69 681 935
108 470 513
319 577 -98
748 247 337
424 263 959
487 292 -557
99 831 -536
39 518 -503
576 542 -417
854 137 954
120 220 358
540 265 910
510 592 525
177 220 -201
260 412 472
869 696 867
741 978 -576
455 662 657
601 520 -1000
708 198 56
208 382 -206
201 747 -814
425 703 691
421 444 89
667 74 -824
127 212 -506
857 179 -663
213 651 854
378 65 159
209 551 133
316 620 275
430 388 -812
366 658 -103
867 600 -122
16 329 354
684 346 -846
920 832 547
78 204 244
38 825 -430
635 297 -342
638 872 922
973 124 211
540 206 341
702 304 924
716 544 699
857 126 755
524 860 657
483 677 -106
352 706 879
944 679 35
818 825 -321
877 695 951
786 928 890
813 594 512
948 613 -65
460 35 840
94 846 575
190 443 621
898 194 -167
560 128 338
962 975 179
545 613 -441
690 826 386
591 268 956
592 232 49
510 903 -255
807 15 -835
678 624 -223
646 775 -857
953 250 -816
133 681 -881
111 593 18
606 728 -879
88 952 -204
287 226 -542
218 222 -121
536 741 -397
817 329 399
167 307 -264
205 461 -928
281 901 -18
535 398 500
41 925 77
606 887 -94
571 52 945
259 893 -151
381 796 -213
744 811 -854
44 972 -943
273 633 500
279 901 422
519 695 344
624 625 0
410 726 217
301 117 338
973 786 -962
97 238 -397
223 689 479
629 428 -46
61 660 -455
886 535 -120
338 422 110
863 59 445
229 696 57
687 634 -494
292 170 34
768 625 137
195 538 305
291 219 -672
64 413 -281
770 634 -840
891 251 -394
647 434 -112
184 831 -192
868 565 -458
882 363 176
515 181 -630
447 847 117
751 672 471
354 218 466
643 576 333
126 580 -937
979 407 -629
761 639 -130
106 426 296
561 723 -399
960 144 623
348 693 382
84 911 -703
313 496 -640
504 466 -682
586 430 770
965 890 -348
228 571 -29
580 318 -256
907 332 -844
667 742 -359
445 835 151
390 223 389
208 499 446
711 543 -890
259 549 735
652 834 2
515 181 661
517 462 -527
168 686 -744
734 93 -465
712 572 56
900 223 922
847 330 44
267 239 -206
878 139 -746
867 272 -262
964 243 -972
614 621 -845
687 381 171
678 338 19
969 895 411
67 804 -301
329 917 137
658 283 455
542 164 701
126 768 -932
680 436 135
137 318 -905
174 731 111
832 791 -147
465 438 -378
867 637 763
904 903 -303
811 37 -210
888 143 -627
133 693 172
526 509 741
250 739 -956
374 794 408
429 251 208
556 416 -778
415 808 506
684 730 221
160 96 484
370 645 -783
56 914 146
213 248 949
357 16 400
930 507 689
757 717 -119
398 908 314
282 682 -125
754 651 -491
418 589 -398
623 96 751
268 265 471
547 807 -795
813 792 -973
391 584 632
111 368 78
455 266 864
449 305 -76
864 55 -902
970 749 -696
431 289 -150
529 758 -468
816 380 -817
916 644 704
424 945 728
552 942 818
703 27 509
379 736 751
44 52 -693
256 732 624
884 258 -300
560 803 -142
288 292 -332
243 721 889
762 891 281
285 105 -68
847 381 234
738 46 -78
53 923 -388
871 162 381
861 733 -608
339 409 -70
22 578 -93
746 431 433
662 359 12
687 977 -97
208 344 323
217 121 138
158 630 -375
425 952 44
811 341 -435
615 308 -962
21 112 -766
894 560 874
720 275 980
66 588 -427
270 311 248
746 753 -946
268 433 -649
869 573 -997
2 149 -499
714 945 -120
378 64 -327
19 776 905
232 830 85
81 200 733
529 432 236
790 217 886
875 403 517
649 570 265
214 348 541
963 256 -131
157 979 32
333 406 -972
891 586 168
485 902 -376
800 148 -634
2 184 -610
585 340 696
744 166 89
493 155 819
294 378 165
680 161 472
407 173 -128
114 930 179
468 307 429
270 1 -606
645 614 999
199 558 567
185 913 738
596 748 909
775 542 -285
358 956 765
59 183 187
936 409 53
867 803 965
605 522 -620
701 255 894
7 665 647
703 9 338
12 955 -920
975 251 -879
932 603 -920
212 373 -193
928 351 -330
451 219 -222
83 441 885
632 267 141
130 589 -996
480 530 104
193 251 295
741 190 -226
324 507 505
742 431 -386
121 231 -958
394 506 307
166 177 858
826 484 486
642 289 -702
958 83 872
921 253 -158
355 531 -713
298 671 816
233 331 211
911 866 180
320 507 -379
877 204 892
651 548 -7
562 7 -860
699 584 184
104 446 -116
346 456 -690
1 693 -889
92 721 272
295 457 -616
736 737 -52
399 262 321
56 748 -132
830 340 203
154 119 -11
164 936 839
458 39 931
524 531 856
345 4 -98
475 320 -313
908 85 -491
782 222 299
706 501 829
737 747 -992
959 756 758
112 791 -395
967 841
933 658 -586
162 514 -196
484 863 -285
269 90 -598
683 936 927
445 626 -255
627 14 197
897 257 -365
907 203 -202
654 578 394
606 155 249
278 847 76
584 530 670
1 764 -159
662 274 381
161 374 260
431 291 -94
107 204 -16
450 721 -635
600 105 58
385 165 -142
300 419 62
491 147 -58
399 509 -391
784 498 -637
243 487 -858
2 609 -589
144 314 -968
794 924 -567
475 112 479
281 227 -726
762 305 -793
564 547 398
297 462 -630
151 16 -72
540 766 163
825 267 -857
805 723 -428
192 371 628
363 776 661
598 620 985
670 851 42
280 793 997
477 935 876
768 754 251
403 137 606
734 325 826
373 694 -109
188 339 -852
853 893 -80
297 258 -857
289 83 -165
220 159 385
309 303 205
233 139 -778
241 202 -723
285 622 -908
198 958 -184
281 79 -66
68 857 -768
639 85 903
526 486 557
918 37 -175
749 636 111
401 186 804
149 91 -66
210 11 679
194 861 883
495 620 -688
596 120 427
359 176 633
418 959 444
431 290 -667
829 187 -30
28 722 437
299 497 -676
923 177 377
180 807 775
282 315 -266
950 198 83
182 206 -756
350 94 566
346 933 411
139 226 644
834 192 -264
846 768 365
287 750 121
195 707 191
228 432 -715
875 518 -426
521 697 -595
494 305 -773
738 574 993
56 635 927
657 583 688
72 838 639
355 436 11
449 742 519
689 146 -847
778 51 -198
108 430 -424
817 132 -340
961 560 -51
229 118 230
962 727 261
537 552 -2
59 439 822
882 114 -663
906 93 307
566 370 -55
959 511 -35
257 124 -198
370 745 789
919 438 -544
672 10 560
344 851 -607
271 952 -313
331 880 825
25 229 338
579 148 -449
545 67 45
85 84 851
942 19 575
172 584 -332
687 463 -155
420 178 -513
613 348 443
198 871 948
212 340 569
836 136 643
426 752 23
450 489 713
623 135 -345
752 965 -457
857 92 604
251 447 -597
675 678 492
654 947 -296
284 465 815
630 596 -519
963 171 -725
763 905 -847
558 694 -423
309 773 64
78 166 55
203 835 -261
103 751 -351
232 665 -433
298 461 164
368 775 850
508 180 428
138 545 -736
579 668 5
199 379 -955
763 384 577
57 959 -98
402 792 -228
260 594 -138
184 283 -985
221 137 274
729 258 661
14 600 -843
948 54 299
450 825 -675
858 618 -369
506 22 -401
889 748 640
396 516 -693
309 638 588
661 101 -213
339 97 207
595 192 -153
302 438 31
967 331 751
719 464 924
247 874 153
116 851 -290
427 874 534
532 571 -535
332 821 475
686 503 -901
649 510 -185
119 758 992
331 897 91
813 676 -859
451 262 -960
37 940 594
936 502 172
806 81 317
200 933 -559
773 662 -644
166 740 142
858 546 -471
787 320 -639
578 43 592
906 809 -907
916 56 89
332 120 -781
923 584 17
787 903 680
930 475 481
756 870 -568
912 386 54
318 326 253
185 225 -211
619 503 -546
864 118 892
802 799 51
670 232 334
26 864 -395
225 156 -574
649 551 923
681 845 313
701 409 -274
551 723 -706
146 124 832
434 246 -58
717 330 242
723 309 -278
606 435 -528
104 898 914
822 284 -465
300 530 -878
448 148 -691
544 961 460
155 533 -270
377 126 -804
576 450 -162
110 762 -454
466 446 -532
655 277 298
390 23 8
623 232 923
584 34 381
504 878 -530
122 76 113
638 320 -550
250 708 -553
99 920 -212
152 944 -140
874 229 -46
92 561 -509
283 114 -509
962 912 -617
931 467 951
911 182 -451
229 427 838
877 902 -148
554 614 470
180 59 167
34 513 -694
63 514 -619
788 193 905
154 677 262
962 463 155
418 584 -937
233 786 -576
230 664 573
521 482 668
561 23 983
681 746 -128
353 40 557
371 544 -634
818 814 -727
917 341 -728
205 381 -490
633 385 -656
657 745 826
103 749 -149
204 770 -950
920 97 421
222 866 -146
256 700 -43
249 202 -612
409 892 -653
251 405 -804
395 640 892
169 503 530
574 844 469
489 266 615
441 186 -971
717 940 192
929 923 198
493 204 509
176 184 -911
691 138 943
231 93 -1
445 225 459
558 856 -892
594 515 -937
107 737 -869
827 783 390
28 884 -127
190 833 -646
182 230 -400
102 827 297
555 648 213
544 479 -681
198 414 -389
112 197 51
366 306 681
209 59 -730
568 203 -326
613 4 -326
651 611 753
732 44 -558
579 376 -436
271 433 -383
881 836 -265
201 938 657
621 35 -844
966 615 70
458 616 -855
170 154 160
584 782 356
265 419 280
599 852 -531
789 610 711
722 707 -474
551 292 860
257 147 727
712 294 -662
470 492 -789
57 348 -773
1 132 -654
528 591 -521
590 277 -708
513 804 -671
123 219 -553
49 118 103
766 640 537
598 603 -719
556 341 0
798 674 688
438 459 -790
141 753 3
719 773 -226
388 85 -285
936 261 969
5 167 -650
878 138 -137
777 352 -779
519 786 450
203 872 -479
893 85 468
216 693 335
785 66 682
90 377 727
659 547 -970
125 309 311
875 183 -143
917 689 393
114 202 57
391 863 256
497 327 -803
797 411 132
823 550 -147
420 548 -409
24 871 -560
765 779 743
262 493 -531
502 757 -990
117 426 -833
247 442 -434
934 930 -495
817 826 -803
533 254 -564
609 866 714
868 554 -285
186 508 264
629 622 -320
856 126 -295
384 810 698
33 936 -85
430 751 -766
296 852 -993
589 940 723
717 26 491
955 108 -556
198 272 413
749 740 -789
940 450 -504
116 306 -108
366 28 -564
288 875 -323
57 738 182
201 606 648
472 271 57
692 540 -2
260 668 679
616 495 -687
523 402 -508
235 549 -102
652 765 376
727 768 970
819 243 453
790 164 806
507 730 -253
90 757 85
73 78 240
772 878 872
86 621 720
22 578 963
953 302 -393
542 834 -634
11 640 445
614 134 689
318 21 574
543 239 -426
908 529 746
771 533 -877
478 290 440
391 577 -167
784 19 659
955 937 271
408 722 -650
263 226 459
301 678 660
90 533 -207
364 722 -265
736 486 293
820 142 214
368 149 -475
336 823 89
895 755 -245
485 272 -902
857 592 -165
966 296 -997
61 827 779
364 66 297
940 683 483
812 388 571
928 353 -199
908 621 312
841 688 276
116 936 271
73 801 -502
322 769 -537
767 242 -815
53 178 -710
621 771 327
457 893 286
271 907 -756
34 67 919
267 93 -749
755 152 -468
84 948 -508
676 312 969
857 262 -893
843 672 89
306 157 -305
192 584 187
431 590 991
166 877 836
306 281 806
330 959 660
303 44 -351
559 749 -511
315 697 -180
633 216 615
192 759 -142
601 116 -331
666 373 -445
759 58 435
594 613 -951
525 752 -423
402 882 -571
584 725 344
494 367 -193
671 494 949
392 542 627
275 15 -316
201 289 -224
577 714 584
833 35 463
255 863 -549
400 139 -613
412 333 -832
830 834 -941
791 358 409
904 93 596
322 195 -221
845 311 577
96 207 379
420 929 735
303 176 109
711 64 962
5 367 450
715 502 -179
500 122 -276
757 4 276
795 881 602
873 872 190
57 229 396
287 33 -717
61 651 788
519 331 -390
640 959 -144
296 641 -99
477 954 -622
859 757 -338
871 507 -119
366 706 -868
740 935 -120
804 611 480
113 26 525
634 331 -276
688 60 134
893 579 -361
75 727 -459
380 161 47
170 77 -825
382 693 575
610 712 -267
93 501 204
548 9 959
423 859 505
166 476 979
424 799 523
350 619 559
274 797 318
157 926 -983
537 436 710
371 247 -750
693 468 310
424 940 -201
784 684 -14
48 330 -832
496 789 -988
376 429 883
921 669 976
627 196 -224
378 146 318
515 651 462
372 591 -506
478 492 -923
644 808 -460
208 41 -234
345 425 535
308 300 907
62 56 856
507 650 190
540 190 -133
874 239 857
396 428 105
109 557 -710
782 422 858
456 896 -545
401 953 -396
453 404 -466
146 184 916
542 10 -321
542 550 830
522 789 121
547 264 -207
845 559 -141
47 759 674
540 365 -250
860 894 567
791 946 597
653 694 -712
370 493 232
907 681 -95
704 456 795
341 567 184
924 688 -143
637 869 486
55 937 695
336 899 -271
930 721 807
863 447 -626
950 501 285
657 154 -870
25 544 883
938 556 -687
758 759 707
609 33 379
503 155 731
691 66 734
713 491 -348
177 71 730
858 272 781
482 325 -649
545 938 852
139 679 -700
308 835 305
536 75 -44
646 144 613
733 790 199
528 294 -949
142 687 40
315 757 -430
259 30 75
672 679 754
389 571 -174
150 784 888
301 949 337
183 78 333
676 218 495
308 688 -54
365 955 -643
940 755 -972
860 391 -260
855 904 -832
560 587 169
889 604 876
580 354 994
761 565 297
383 805 686
779 20 579
492 758 623
871 721 -780
6 851 25
598 391 -722
91 616 -468
888 81 -525
586 494 13
131 598 328
321 242 -594
258 432 -240
167 140 975
778 109 -26
827 349 992
879 731 459
65 332 955
5 649 643
258 512 956
646 275 -386
16 48 361
610 285 -2
816 154 -110
88 855 -356
192 344 -535
267 281 -196
134 59 -890
590 570 -310
756 503 -967
764 80 -167
425 943 546
555 538 -228
669 821 -147
521 841 922
715 723 -490
324 391 964
468 202 -704
764 793 385
781 452 -897
334 434 649
196 693 -419
389 741 -27
487 297 170
785 780 -495
778 855 -280
611 126 -847
158 398 -179
60 729 111
488 909 -775
585 864 -128
14 238 -860
557 20 -447
110 521 659
299 901 -885
561 693 954
296 187 319
615 437 -138
726 254 393
114 693 379
784 613 119
452 163 315
64 355 259
742 860 741
56 921 395
297 107 -579
399 304 327
59 427 778
545 605 447
715 514 -534
144 752 370
835 266 -629
374 910 696
327 262 318
911 519 598
144 325 306
421 921 449
100 452 -73
454 656 -48
772 763 -339
352 763 -280
775 101 -614
873 769 778
241 47 730
904 20 966
793 483 -555
310 573 -786
217 235 65
822 506 690
890 297 969
82 789 -602
688 271 917
477 287 -752
289 402 -221
800 383 -609
461 312 424
888 813 873
653 887 493
233 577 -464
403 929 -848
588 619 139
605 791 -196
294 482 -970
726 606 -691
103 399 -341
442 328 -302
937 462 -147
595 319 -954
566 181 972
700 558 840
477 147 -741
320 825 126
572 536 -746
856 770 -512
651 620 780
620 569 549
163 321 868
645 489 -705
163 542 550
8 657 -180
572 447 945
552 175 -220
701 556 -804
379 489 992
927 148 -474
280 69 927
436 951 -928
1 94 -867
843 157 45
466 688 552
706 474 -416
7 591 331
399 198 237
583 359 -679
170 510 -948
656 666 900
632 590 682
39 805 98
524 443 714
611 833 588
122 841 -896
649 770 317
312 460 -113
480 93 -250
44 314 402
743 623 -332
815 444 -967
527 280 104
634 483 -345
38 117 -709
635 929 387
485 852 -464
116 195 -698
755 141 -697
442 330 -873
820 30 208
644 324 9
768 494 -790
840 299 572
117 445 -508
452 71 -58
609 538 306
247 954 -20
533 862 -716
757 954 -769
932 794 82
64 574 113
861 871 386
419 663 311
748 962 -940
542 901 641
844 140 970
512 111 -692
672 765 -523
761 59 -593
550 374 216
359 201 46
485 892 -927
150 95 -952
105 810 -58
661 465 -330
19 920 -215
606 589 -408
118 632 -203
942 345 289
892 815 -885
964 7 664
30 358 -302
696 724 -879
137 537 -358
162 661 -28
817 48 -144
611 375 -589
594 891 -290
548 64 -333
351 115 843
278 234 -733
838 354 -764
89 538 -98
689 71 -922
717 377 -623
681 845 -106
174 39 102
356 941 479
378 634 -882
485 441 833
54 144 872
878 818 -153
225 694 -377
850 31 914
672 128 -882
112 943 586
893 628 755
796 518 -753
131 373 955
286 923 -530
722 338 -586
255 354 770
58 938 -907
757 521 673
919 562 -739
338 295 181
883 171 -628
708 477 762
830 53 879
694 836 570
238 128 452
134 357 -243
863 154 -401
854 320 390
733 197 -684
429 457 100
328 327 -632
356 516 -774
924 832
406 874 -883
705 573 -36
726 781 -879
362 447 -762
690 271 675
281 647 485
112 839 -111
467 451 -118
360 372 -227
293 523 303
720 860 -691
696 826 -559
132 368 877
562 397 227
781 344 40
565 314 -7
591 889 177
253 840 288
800 507 752
579 591 -979
679 615 -116
694 448 -502
157 376 832
745 755 27
61 844 -291
741 221 486
9 469 -672
316 408 729
596 829 823
748 338 176
233 322 978
886 64 921
609 366 200
643 594 -301
259 540 317
51 333 899
735 344 666
497 221 940
858 408 -790
157 603 317
308 455 -121
458 522 359
96 346 827
506 60 -497
49 847 -117
679 415 -697
668 85 876
197 267 -964
456 814 988
13 882 918
254 744 -58
360 586 -300
734 48 -312
288 144 928
118 793 375
839 46 302
499 227 -174
362 300 403
315 340 375
714 452 -109
437 405 -568
42 24 -105
674 23 551
756 268 -847
557 157 -84
66 200 929
359 632 -897
334 702 -555
620 781 -116
379 400 530
421 554 445
800 3 -718
162 752 187
668 623 -270
638 824 157
304 57 987
441 68 481
77 770 528
177 223 -352
797 378 165
368 682 -915
346 786 -864
553 720 67
615 758 -270
226 809 68
292 877 -126
199 437 -992
690 577 -21
595 540 -848
441 821 694
439 586 -696
889 251 -523
99 878 -485
895 723 300
866 177 603
656 749 -889
623 482 -20
47 284 793
190 54 -351
327 761 439
205 901 -290
613 225 662
774 688 -440
805 229 -711
647 146 348
677 52 -437
628 189 -264
200 48 -109
175 743 498
73 596 763
611 143 479
83 732 197
720 846 645
734 293 -838
628 305 364
463 381 218
883 272 889
369 427 -589
691 218 422
562 162 -29
316 762 371
458 702 453
877 516 848
780 237 -960
882 777 -921
905 919 188
197 811 -10
583 589 -934
595 802 651
809 457 377
75 13 -771
477 96 370
607 665 376
306 93 296
262 447 -382
283 536 -984
723 764 -532
71 897 -400
688 513 634
315 795 -890
113 703 509
122 579 497
355 696 -423
580 559 -655
902 318 -875
378 736 919
706 677 424
763 366 -454
132 614 -158
120 685 -666
357 110 -519
86 559 -574
12 341 533
204 620 -165
72 391 -785
204 331 230
195 4 531
36 53 -2
646 826 475
822 128 581
864 303 348
794 376 -756
72 122 -415
724 572 620
398 40 -997
243 199 -212
192 512 -91
513 476 432
85 642 -482
744 426 -983
792 847 -176
873 18 -774
864 662 834
28 251 302
31 606 47
861 653 72
321 3 -983
645 825 113
626 78 -452
449 526 494
118 462 -773
831 816 75
139 269 302
365 319 -17
291 200 511
538 449 313
416 451 -57
451 644 -547
647 705 -171
154 834 -625
649 818 -868
400 163 -336
36 339 286
386 91 -581
893 305 475
239 674 -157
89 248 231
340 869 -52
750 49 -481
871 232 -465
29 168 932
726 115 420
334 795 43
75 409 -555
134 757 989
337 245 -67
793 806 398
572 243 334
816 505 309
147 260 -697
619 196 78
790 654 -651
519 624 52
702 367 457
161 6 567
671 437 702
653 529 107
671 629 -990
28 423 993
692 924 501
799 433 378
695 359 -903
298 892 -653
779 162 -462
260 298 409
242 765 -400
65 835 -370
553 167 -525
510 498 -440
468 811 -579
374 73 -984
83 87 -332
55 379 -678
393 304 -458
285 680 845
621 242 -986
72 415 -1
59 29 660
248 498 541
705 695 -328
185 271 657
641 149 322
661 2 -311
800 410 -54
107 564 -91
306 560 -38
622 525 -629
581 727 -266
403 68 -292
824 710 162
722 65 -448
772 317 828
529 227 667
186 571 -243
207 613 736
307 477 246
729 908 -118
365 252 263
232 335 119
489 862 24
852 239 388
145 420 -748
387 277 379
121 630 32
126 219 834
549 905 -243
791 858 465
433 642 -179
412 623 526
436 658 -874
559 698 353
125 15 -665
503 575 -124
802 18 -247
462 487 237
403 723 145
125 417 -194
305 275 -63
881 606 496
100 324 -115
341 450 -547
712 655 974
192 728 -115
853 201 600
157 807 182
48 323 -128
186 301 251
385 483 408
331 300 166
688 643 922
627 531 208
856 121 -258
625 585 637
571 481 -898
480 386 -295
60 439 -227
50 506 -369
714 291 -341
720 597 -646
395 187 332
654 744 -467
579 585 997
696 765 -36
112 156 -851
550 816 373
648 426 -496
845 818 909
766 631 912
108 497 288
122 125 -763
720 596 -702
812 775 826
94 749 -663
69 594 120
107 273 709
139 25 567
466 649 4
63 108 -751
736 594 475
83 611 -938
869 48 -669
802 895 921
13 756 306
57 353 590
466 419 -251
815 38 293
774 758 -738
578 637 -962
135 457 73
816 858 -464
496 92 -520
50 917 -104
540 712 -125
215 131 538
149 241 428
179 214 832
846 445 -655
553 453 428
783 51 773
779 223 144
417 210 852
310 477 215
215 165 872
534 202 356
776 800 431
835 180 -456
454 594 772
721 792 -640
456 6 556
159 336 837
878 250 -801
609 62 351
681 71 -898
57 474 -516
336 773 -914
463 201 -958
763 427 -255
203 369 -744
198 759 -791
496 123 -642
494 386 597
69 466 604
550 346 -135
576 540 803
101 82 867
346 156 327
401 781 -303
595 651 810
401 393 367
654 303 -73
510 847 -47
352 277 700
816 386 -9
357 462 -227
26 311 -340
115 919 422
347 754 816
736 590 -726
666 635 961
837 651 -903
115 37 -548
124 105 794
528 594 -27
137 433 859
448 79 -216
758 369 695
55 893 -181
775 505 578
843 262 -354
640 94 368
203 207 105
454 159 -803
688 46 -225
717 292 778
903 576 112
705 532 381
304 530 -424
107 370 -676
765 87 -710
53 735 -731
64 508 147
819 396 -477
459 69 638
301 741 -950
280 821 -331
855 298 -987
91 496 -731
302 843 -662
887 72 564
469 83 -222
493 362 -527
852 358 -5
160 754 183
73 788 -358
356 14 56
220 829 -833
479 478 716
477 514 -271
765 327 -674
615 328 -566
470 325 -293
774 270 799
150 441 -422
40 188 -752
818 552 181
447 158 541
104 380 -859
458 543 -606
70 551 -390
292 261 712
332 470 358
42 412 399
251 418 264
290 300 273
475 264 734
748 747 -825
311 916 745
260 521 -777
833 379 651
584 559 -752
457 883 -742
311 242 -115
315 240 576
905 97 311
95 74 931
395 617 923
486 810 -700
407 308 -609
234 772 591
591 829 -877
506 62 -666
895 364 528
408 623 67
369 872 402
421 912 -276
912 851 -724
83 574 -643
100 71 -44
585 459 -73
786 167 -141
219 375 -156
32 250 742
138 415 -74
223 406 279
190 31 -145
316 449 -618
110 718 355
651 396 875
401 834 -491
888 625 391
457 299 -469
496 863 479
758 358 874
898 95 -568
861 247 188
213 847 -798
698 165 230
853 797 885
716 531 -524
669 912 960
265 618 144
86 343 615
384 868 485
697 325 -608
706 535 -615
319 877 569
200 268 25
683 574 -740
263 770 -983
686 596 -309
750 654 -70
812 113 819
171 452 -466
453 259 747
731 278 -879
111 459 -885
712 924 283
1 866 988
561 146 -445
648 156 -855
894 577 -533
608 243 -502
138 920 458
245 430 -237
485 789 421
