16
875 1712
181 481 295
602 846 729
289 228 123
763 524 274
715 652 985
165 283 94
249 100 20
722 508 886
339 126 530
440 827 965
176 664 845
844 145 837
76 666 804
534 835 752
264 25 348
751 429 396
283 270 740
258 525 283
819 695 133
767 379 193
584 416 238
790 308 295
703 162 22
688 48 258
498 332 525
335 573 221
123 782 551
212 559 300
256 567 591
63 346 113
339 638 695
873 828 17
536 659 558
533 690 98
25 273 232
425 476 38
254 114 536
225 839 459
857 359 322
542 663 912
534 780 188
160 143 983
723 149 325
726 564 362
815 673 556
59 463 615
498 380 31
119 235 333
278 90 477
202 314 537
396 242 579
274 670 332
136 280 147
562 224 973
374 386 995
52 540 395
716 786 578
448 150 387
761 50 243
273 856 83
817 305 772
624 553 715
721 489 131
815 803 679
23 264 20
556 121 369
790 13 997
855 297 302
764 768 911
51 762 648
18 341 618
129 783 777
676 70 578
839 369 914
654 5 766
178 637 935
271 481 258
857 611 271
636 821 646
173 130 863
138 346 880
564 668 798
431 418 166
3 343 882
351 181 824
295 646 975
469 601 638
525 19 102
86 507 901
289 651 447
76 763 585
659 623 520
422 263 694
184 688 159
579 690 969
37 623 928
487 73 598
517 499 639
802 122 256
703 224 76
721 151 150
116 765 872
45 703 376
194 119 333
464 462 2
14 80 237
227 225 60
636 711 992
166 278 586
237 329 397
146 656 450
605 778 867
561 206 718
695 322 998
189 267 341
475 46 994
257 728 924
183 514 111
56 274 87
474 47 242
769 544 213
654 193 756
283 557 742
187 296 732
331 385 854
193 340 377
752 822 434
11 335 174
816 288 663
14 528 934
848 267 318
163 701 954
409 579 672
848 299 507
76 56 980
576 490 686
434 814 868
370 231 616
458 139 994
331 216 420
612 251 551
190 522 601
627 777 283
794 357 451
196 660 473
112 838 725
85 285 604
867 807 572
175 239 775
326 40 781
197 724 543
126 169 637
663 686 51
649 485 120
812 691 234
802 325 522
554 697 946
523 123 85
45 406 438
226 815 438
493 458 355
331 279 478
245 147 988
871 695 610
869 596 33
825 158 185
762 184 861
333 57 114
696 140 398
102 672 664
268 850 382
492 772 625
668 569 664
177 693 200
285 711 365
592 463 471
860 117 38
15 76 843
553 130 889
183 1 339
220 500 268
159 526 218
397 248 227
253 679 377
133 41 209
554 655 27
182 208 145
456 864 368
741 580 137
357 622 561
223 503 106
366 865 828
334 741 211
299 239 335
713 413 209
505 133 132
312 414 32
211 667 795
198 199 812
283 62 826
475 115 922
645 149 475
570 18 930
219 148 195
814 607 696
681 422 647
721 631 554
821 608 681
278 642 51
4 372 786
585 687 252
356 29 477
479 662 622
731 714 723
681 758 850
560 98 485
626 781 481
815 661 324
805 591 393
729 780 525
148 760 650
778 689 153
465 750 994
730 674 331
375 859 176
406 821 16
438 566 295
374 288 677
836 205 713
792 786 938
578 96 927
35 532 36
769 281 187
106 780 223
75 486 476
394 182 19
729 137 566
66 266 110
401 246 908
26 800 901
616 857 519
66 274 78
634 274 446
750 194 356
711 162 777
148 360 334
829 396 958
569 525 782
797 693 611
332 714 280
862 694 625
316 511 535
96 201 976
263 13 781
429 268 523
451 247 212
256 462 429
528 612 804
569 583 593
813 764 683
577 398 609
504 808 799
697 842 188
257 816 669
74 817 651
158 279 703
196 851 47
85 718 503
627 40 713
332 279 997
54 609 429
481 605 185
603 741 470
184 322 515
452 243 599
561 63 587
633 874 535
767 434 720
97 560 744
389 77 255
671 809 48
210 93 224
318 147 633
828 825 284
620 776 900
197 692 191
716 89 650
316 118 904
628 503 90
333 829 510
398 480 655
123 248 908
77 634 733
219 688 255
276 326 418
329 751 874
801 677 423
162 216 115
184 512 143
488 150 635
805 851 340
235 33 317
831 573 972
191 802 395
772 568 207
843 52 594
508 569 988
269 341 283
191 500 247
501 267 78
297 512 83
795 174 862
641 710 830
331 394 102
480 227 78
728 841 179
634 250 466
12 751 581
587 804 701
843 705 984
616 115 896
160 281 617
492 149 473
791 345 897
710 276 154
179 103 427
644 517 657
622 434 790
181 266 51
785 663 791
179 647 465
173 745 382
390 693 425
856 686 568
35 604 759
826 103 548
639 435 914
112 90 973
57 864 259
538 475 179
210 649 90
683 143 118
846 777 205
861 738 55
741 124 88
493 98 395
358 222 298
319 574 44
95 771 141
388 458 391
123 863 259
719 50 430
93 148 420
26 373 581
589 287 99
170 174 404
238 251 710
731 70 423
489 477 839
628 52 777
807 609 134
247 766 921
523 866 599
112 570 407
301 505 12
540 68 585
617 258 112
471 603 172
638 81 467
644 809 376
101 863 245
688 196 955
816 358 170
666 861 230
283 811 949
784 331 888
133 696 283
516 172 628
571 871 795
410 160 982
725 304 988
756 589 654
101 246 914
537 259 513
849 52 173
169 334 742
670 178 215
827 787 354
775 350 43
495 634 649
438 494 76
462 262 420
417 624 996
555 190 930
299 241 518
579 394 417
83 321 740
672 81 864
667 841 716
651 822 737
462 439 836
37 452 574
567 800 772
421 714 881
229 137 765
24 323 268
456 672 795
618 472 655
541 693 265
620 16 84
231 486 958
264 130 515
688 733 301
531 695 322
208 439 971
102 44 504
263 100 471
360 759 443
665 599 678
623 112 892
271 198 148
402 845 662
435 428 727
567 394 81
160 649 815
568 155 636
615 531 980
681 294 627
171 620 24
466 206 642
409 626 163
328 589 659
430 494 63
421 362 350
147 524 187
246 31 735
719 838 149
594 159 60
535 849 899
247 205 372
34 673 7
325 717 206
126 620 503
120 32 66
61 283 938
632 266 407
603 123 78
492 606 549
418 15 457
298 863 13
441 821 660
659 319 813
369 504 252
14 5 770
752 844 104
607 766 28
80 626 713
707 346 563
712 692 403
609 373 547
664 709 145
25 86 855
12 798 873
724 632 630
39 872 39
871 181 459
723 579 354
469 685 86
282 796 674
199 595 639
454 204 122
746 473 399
858 741 154
829 403 198
263 562 478
776 607 429
230 208 662
29 244 472
469 233 882
111 359 185
746 374 825
632 732 47
17 742 743
174 533 996
718 645 774
777 6 90
729 806 513
403 100 601
180 251 985
64 362 653
543 539 946
37 599 631
442 734 479
45 421 692
648 377 580
141 479 647
347 434 943
745 140 292
724 128 754
662 569 827
843 707 57
164 552 300
735 683 153
740 153 784
333 79 635
469 471 95
431 531 491
815 302 935
55 465 553
307 52 564
134 482 352
215 792 871
727 195 693
527 428 142
169 665 573
766 226 59
452 321 572
200 734 987
652 446 940
414 387 456
16 280 61
866 799 92
100 184 945
101 66 331
240 333 400
405 855 335
601 445 123
796 200 958
53 340 181
311 50 335
573 441 952
448 469 984
630 390 997
326 265 213
257 753 677
202 1 325
3 339 924
781 551 997
198 405 711
725 278 853
402 874 640
230 855 707
860 617 1000
149 190 354
673 696 13
73 70 432
250 812 219
71 750 897
376 657 708
599 430 233
842 641 111
496 437 569
829 184 698
486 532 412
367 428 394
430 872 572
394 7 394
469 796 692
495 860 957
716 674 668
220 564 337
637 811 535
424 583 732
336 872 133
399 521 362
361 779 398
184 255 238
832 10 438
223 583 500
257 825 316
220 17 802
300 240 487
657 212 237
537 660 845
649 543 61
135 793 916
108 270 184
246 732 787
458 684 835
638 758 629
281 233 260
496 377 69
237 552 203
653 790 835
282 654 375
824 113 243
104 634 513
81 288 517
770 542 194
780 441 607
453 129 208
396 627 466
215 772 802
80 589 832
433 718 467
650 102 699
674 392 756
96 118 774
24 149 1000
173 490 584
757 835 784
445 204 827
836 421 440
303 522 629
793 491 362
301 728 335
91 14 838
605 538 612
673 824 145
635 296 1000
864 31 370
518 600 403
323 676 583
61 255 722
31 400 38
306 148 14
101 143 697
622 607 537
869 31 525
492 571 59
753 514 691
603 540 238
564 425 307
623 196 475
94 138 760
396 831 511
75 262 331
648 586 200
396 617 719
149 236 957
345 256 195
318 769 202
30 720 78
208 97 7
668 843 89
765 165 301
542 241 584
484 590 521
854 724 21
340 371 699
97 200 360
846 861 358
187 355 774
592 454 830
203 754 398
126 546 15
735 4 945
150 819 286
649 621 137
62 238 668
109 667 285
135 180 863
71 5 466
808 599 594
83 511 54
467 671 648
858 424 892
544 88 89
72 626 620
270 813 526
372 673 225
449 330 993
26 793 403
2 556 664
796 118 807
681 263 961
495 818 929
786 629 352
313 873 591
761 829 382
751 49 386
261 593 845
60 16 470
53 657 177
476 552 518
570 582 76
40 855 754
708 192 81
862 733 749
732 23 395
581 299 969
601 833 928
61 650 732
542 587 126
680 859 222
596 741 432
132 556 667
360 125 755
80 721 69
292 662 307
573 613 615
300 709 804
7 359 106
373 285 417
524 103 533
410 628 499
703 179 859
703 51 673
165 168 816
866 98 39
702 748 43
300 276 782
164 277 762
689 443 300
468 603 532
757 197 185
736 69 682
872 517 800
828 52 174
292 776 119
386 843 730
64 863 489
199 165 498
20 163 844
702 718 116
691 304 841
456 714 967
449 526 960
94 598 138
98 437 250
470 150 341
386 643 585
785 853 414
83 792 730
213 553 381
570 811 882
477 314 692
630 702 868
669 52 742
456 539 619
728 447 995
595 838 228
632 572 988
673 245 514
75 338 108
213 697 287
85 520 987
875 440 634
660 766 688
476 72 432
719 682 854
300 604 66
818 55 348
624 483 337
628 447 696
449 218 352
462 59 792
482 71 27
100 231 74
649 477 660
819 809 569
230 686 606
262 665 757
20 14 294
747 66 849
659 668 27
573 550 754
633 451 992
839 571 876
573 445 525
753 335 551
471 786 988
460 337 829
678 791 695
356 346 205
837 858 699
575 6 21
11 475 258
573 128 825
522 640 870
818 349 393
601 378 346
828 469 936
326 843 971
807 111 770
344 261 445
692 569 81
441 30 457
69 822 3
283 166 124
305 101 957
773 463 850
220 861 168
845 729 464
497 607 988
486 247 567
325 463 325
382 753 903
174 622 417
101 223 875
180 242 560
189 785 321
735 334 731
734 20 906
204 697 281
560 128 345
193 859 377
742 212 520
844 853 751
28 395 938
830 174 362
567 762 905
417 709 278
39 78 672
319 714 418
131 464 10
147 581 491
468 141 439
591 202 484
278 155 141
233 856 832
698 613 19
465 639 246
177 269 379
783 419 278
749 732 698
134 760 515
677 259 59
689 114 781
457 490 370
593 740 991
361 503 652
128 868 720
67 381 793
863 209 724
812 357 7
709 520 543
609 682 826
292 10 629
731 440 629
772 566 370
460 367 952
113 734 901
805 263 841
217 148 491
370 171 96
375 468 927
852 23 227
715 378 202
131 468 388
466 111 492
66 543 337
213 472 583
70 450 287
250 591 567
107 121 809
784 304 522
43 579 25
174 334 709
669 114 697
224 682 459
829 7 113
302 320 910
307 855 709
489 641 659
182 639 557
411 193 579
427 281 726
103 543 100
8 351 150
506 8 345
713 512 441
631 507 727
784 143 422
775 466 667
128 794 127
55 618 602
486 175 734
779 712 695
86 404 455
146 542 544
524 685 936
143 130 531
840 839 487
605 575 743
521 355 171
657 516 813
353 143 126
807 378 673
634 149 160
857 178 610
842 732 197
194 689 260
831 734 579
525 408 70
731 433 833
763 732 370
59 125 291
32 213 856
253 823 420
473 278 798
350 818 199
851 340 663
844 404 153
469 223 580
582 168 339
104 767 530
336 485 591
656 225 851
215 570 823
855 142 249
801 413 291
848 327 891
484 414 305
300 488 88
72 469 29
502 603 119
754 224 99
294 350 50
157 183 365
493 574 392
587 788 225
852 245 290
549 185 589
258 406 497
111 160 625
787 752 934
443 231 164
202 738 847
855 752 306
458 589 341
870 35 514
415 92 349
106 367 905
484 812 670
21 285 910
237 313 118
495 163 981
389 836 766
48 379 486
624 663 501
811 266 327
41 30 271
396 73 427
98 500 651
351 820 640
736 123 205
431 17 925
694 120 84
387 219 346
766 277 503
860 649 716
56 444 909
210 644 861
820 788 303
417 208 507
830 562 697
662 393 489
228 856 113
304 116 381
304 691 78
5 205 409
857 138 42
495 792 987
246 434 162
56 537 270
707 235 308
472 470 615
450 133 197
338 506 294
393 329 289
863 643 5
553 24 187
11 874 58
690 749 324
31 273 912
42 268 446
509 629 725
336 470 910
203 380 926
13 285 182
301 53 359
496 321 377
338 733 548
685 297 437
333 615 60
792 227 672
521 201 681
404 34 614
344 459 48
689 354 71
332 369 392
663 675 591
773 809 360
645 361 752
503 347 686
396 397 505
487 87 999
553 746 87
451 335 433
666 290 824
463 526 269
173 113 946
628 381 291
501 625 533
862 157 32
57 434 68
650 644 744
509 187 276
804 812 315
519 82 230
694 647 905
394 789 592
13 326 152
5 554 883
127 420 649
306 698 164
86 423 982
365 416 108
326 462 559
521 169 461
631 587 223
558 178 990
680 853 758
478 625 64
581 307 915
352 688 383
473 275 75
757 91 544
655 226 367
71 137 388
125 503 427
720 242 561
93 740 956
504 86 81
77 458 413
622 521 356
609 407 40
247 729 444
859 95 840
262 63 602
195 824 697
530 365 415
493 520 473
619 797 703
250 806 798
253 64 406
198 125 668
408 722 676
199 352 198
231 254 243
409 249 6
665 170 130
775 835 236
99 301 406
825 189 829
304 433 265
40 578 890
843 604 689
829 30 321
121 830 672
384 658 41
324 539 351
746 671 230
445 155 896
15 713 161
765 567 118
646 350 155
762 16 499
741 112 347
131 257 356
873 154 202
221 485 266
306 542 608
356 518 500
797 594 381
446 372 438
18 126 130
331 12 558
329 193 39
692 422 812
436 348 741
543 589 100
750 595 817
772 64 259
680 506 156
377 661 164
698 130 277
352 367 317
94 365 233
149 507 273
119 669 156
298 266 957
601 666 520
5 174 135
726 688 290
585 74 945
35 711 28
861 596 795
362 637 929
180 690 172
72 309 757
438 43 264
750 57 551
585 114 529
29 88 79
497 833 94
286 134 198
424 779 182
27 77 953
789 480 880
727 747 367
6 782 120
604 482 9
19 827 784
794 820 148
373 371 160
90 305 727
258 576 437
212 662 303
166 567 569
803 131 178
535 706 895
330 337 8
405 740 131
615 284 116
84 184 898
419 524 191
288 265 741
395 65 463
785 399 675
546 102 17
462 500 213
794 353 890
695 724 979
501 205 248
580 31 284
197 238 729
595 658 42
267 428 288
583 15 121
559 741 59
280 749 706
437 131 646
720 158 751
380 773 361
508 591 91
814 292 168
686 725 312
161 142 599
403 860 36
639 662 790
805 540 392
117 450 131
816 265 211
98 662 774
294 681 402
415 194 202
543 28 580
590 61 545
294 163 860
250 343 703
557 847 18
348 448 543
562 692 11
197 843 709
138 797 969
743 690 544
589 556 334
285 168 315
106 224 535
281 531 536
769 841 290
513 323 42
235 464 652
25 226 274
506 617 765
57 551 496
480 796 620
4 212 507
748 357 234
516 566 34
40 560 674
427 342 529
238 623 986
399 63 724
409 573 61
217 122 324
613 184 495
715 776 930
109 116 669
451 659 516
80 804 144
544 683 796
400 656 207
565 451 642
331 542 373
376 414 424
709 801 15
276 725 584
560 777 171
178 52 844
738 514 599
555 855 853
46 86 243
164 259 680
234 797 137
27 570 451
792 635 724
560 809 519
731 262 576
307 377 530
546 510 822
267 542 694
580 841 21
416 837 667
10 447 38
547 321 325
475 272 1000
188 56 386
415 342 853
179 30 703
548 467 425
524 495 121
275 296 527
71 497 679
817 580 154
646 127 932
855 519 277
130 319 570
516 191 581
437 481 483
312 337 237
207 81 440
843 647 685
584 303 321
548 208 973
146 383 997
45 451 264
136 699 575
149 306 645
551 569 213
201 205 176
581 503 804
153 178 546
6 287 481
26 48 671
308 196 569
299 90 150
39 71 347
148 172 990
107 41 602
583 376 487
523 665 379
129 598 249
85 402 71
49 6 726
132 79 871
556 606 760
145 737 871
490 706 861
27 170 391
148 826 255
714 574 222
133 836 418
703 519 106
194 219 101
788 496 403
166 83 469
96 435 497
213 391 339
121 474 489
117 188 901
532 443 780
835 702 751
340 788 439
232 497 775
214 837 930
705 683 425
255 782 695
610 287 523
434 555 948
650 249 626
249 535 981
396 28 386
691 78 621
178 374 777
468 338 249
609 727 776
194 27 827
389 561 35
270 399 192
848 798 857
327 455 673
196 68 880
419 589 322
751 599 36
813 217 948
384 319 338
924 1837
657 493 853
141 225 795
496 773 304
772 160 965
167 176 446
422 622 356
282 94 441
354 122 722
697 460 374
853 169 226
645 66 383
90 869 426
281 804 657
97 695 862
299 156 453
913 558 886
864 253 707
45 891 555
716 66 431
111 319 89
625 178 909
313 584 534
144 909 466
50 580 131
117 636 69
596 345 996
199 806 307
404 259 742
642 260 273
604 557 290
207 819 687
604 860 392
838 412 14
766 614 858
372 673 517
581 784 228
532 348 525
527 738 400
297 310 721
531 206 665
9 436 42
716 291 597
593 533 20
690 194 780
635 686 24
72 728 659
101 791 572
479 730 191
440 337 623
859 20 89
394 793 93
730 347 403
219 522 118
143 180 539
217 301 919
411 588 763
839 362 256
265 216 846
863 211 951
660 73 547
326 357 436
261 574 336
598 643 206
705 61 72
41 609 172
815 189 320
542 202 482
808 13 479
782 505 587
211 6 275
778 15 987
486 389 374
9 824 629
443 300 814
778 251 373
731 142 502
591 861 720
318 488 556
319 522 306
558 253 101
476 908 364
391 305 225
440 658 712
79 405 948
679 612 394
880 756 930
848 533 674
891 505 138
644 225 736
612 684 462
290 153 327
120 786 910
715 618 287
12 676 151
323 439 203
554 770 118
49 873 41
124 855 71
76 687 423
664 218 689
293 544 443
840 627 870
227 283 451
45 447 719
661 301 766
365 384 384
458 468 397
213 835 235
545 42 333
494 309 164
141 539 745
249 438 219
862 11 236
432 369 536
462 473 520
28 547 651
461 445 306
738 914 381
294 391 183
590 913 875
413 8 502
608 581 416
803 749 769
398 608 30
593 544 812
912 58 268
679 838 831
305 125 63
520 769 783
482 700 455
461 530 126
690 776 315
541 314 359
872 262 12
210 117 283
332 670 585
83 162 121
589 403 290
142 725 769
578 513 448
796 24 646
68 721 999
622 509 535
586 585 969
882 818 965
702 243 972
219 231 583
884 757 689
257 883 540
123 387 651
759 135 503
403 837 960
26 626 765
640 834 411
39 882 212
783 902 822
441 386 688
518 923 510
905 718 16
40 877 835
210 902 858
625 623 68
314 120 759
284 594 252
453 216 225
71 622 978
620 468 563
642 811 382
209 465 851
62 684 597
549 761 534
292 12 235
191 142 667
621 244 84
569 616 46
76 297 45
647 215 147
322 650 850
4 140 991
628 86 636
10 844 43
545 219 193
496 527 443
823 337 855
786 807 98
889 682 25
834 860 324
743 487 363
828 575 795
893 656 848
584 640 169
625 275 929
417 261 6
371 226 445
365 59 462
43 607 299
21 328 427
198 657 377
812 767 131
908 65 478
240 62 143
85 252 144
173 287 344
854 911 373
655 454 330
55 339 485
159 364 291
366 272 895
298 693 583
124 912 444
307 827 405
748 108 332
13 281 922
716 514 912
336 606 606
319 332 538
699 176 888
418 448 679
567 430 570
404 657 946
537 71 414
916 887 377
559 849 486
866 326 996
324 334 875
744 785 303
347 77 767
494 514 406
75 113 648
664 467 244
224 212 473
249 642 89
73 484 90
751 93 200
697 94 612
68 454 887
39 920 729
138 173 638
565 599 656
239 580 434
595 71 837
249 542 722
779 66 48
757 856 486
13 613 187
445 644 90
516 625 626
788 818 520
148 113 992
525 491 333
496 443 110
213 413 890
123 269 935
796 343 456
35 669 523
546 605 389
424 715 757
401 70 201
384 868 263
693 402 622
181 138 484
519 449 630
535 364 261
30 419 780
340 6 793
772 402 383
535 894 869
227 750 11
358 310 80
644 229 943
262 547 544
238 211 146
636 478 539
229 542 696
435 710 782
669 608 216
914 826 592
306 328 437
155 550 243
919 852 122
383 695 216
819 652 702
58 154 818
479 154 537
524 880 343
386 279 769
10 720 102
274 65 803
219 605 340
806 859 876
452 296 635
822 113 984
718 811 440
394 29 838
81 665 947
689 4 311
824 313 545
827 829 980
903 825 456
886 368 226
823 783 623
394 162 811
666 552 678
411 48 936
270 813 681
711 471 691
644 879 939
293 442 4
373 480 89
396 688 733
132 762 378
657 524 32
167 62 72
136 192 910
224 480 456
479 289 479
249 250 163
881 555 15
859 85 236
200 914 964
524 754 106
112 540 957
41 723 345
448 301 896
839 919 178
920 638 463
901 58 869
119 100 582
53 288 195
235 151 364
605 236 695
902 57 545
626 426 830
560 767 131
835 92 358
381 42 924
514 678 968
230 788 175
582 234 607
162 304 643
586 306 50
70 760 457
492 378 545
56 234 931
448 334 494
729 740 100
508 862 185
47 12 247
605 447 751
19 243 180
627 179 173
909 161 64
223 615 776
485 293 388
163 323 110
604 153 418
637 245 854
252 748 962
917 898 908
799 211 965
673 769 391
16 881 155
336 733 322
610 451 437
517 283 113
681 880 469
727 336 714
880 546 307
57 220 767
904 697 878
389 102 635
298 523 507
25 282 603
839 34 527
577 338 14
635 680 107
156 502 378
132 256 507
215 844 160
168 403 684
254 252 584
763 876 764
307 701 765
859 583 688
775 575 789
431 800 975
876 443 735
782 272 214
29 334 158
73 359 998
248 761 526
509 168 206
508 774 547
748 902 959
282 233 820
100 477 488
737 753 215
519 718 823
68 406 736
347 217 379
912 694 335
628 761 155
638 520 972
42 424 53
550 520 234
832 895 406
756 521 257
763 550 708
673 262 1000
108 820 669
73 789 481
901 210 435
481 33 711
375 680 696
390 742 273
535 160 367
699 876 162
38 342 214
189 675 928
549 759 257
705 133 289
337 498 510
371 464 340
50 113 482
196 901 798
881 573 96
820 635 210
13 175 652
45 735 132
48 634 882
571 722 761
527 845 94
582 541 664
434 850 648
697 94 276
564 9 730
21 206 44
32 370 144
783 344 731
274 561 821
469 376 599
679 591 461
452 262 34
717 335 731
292 152 896
441 440 325
115 349 894
805 21 376
197 77 915
812 507 272
707 437 481
833 464 131
861 558 30
815 235 183
785 372 785
293 492 328
291 411 520
4 566 699
691 489 950
770 857 338
38 56 324
196 708 966
52 144 19
607 529 727
518 409 503
123 481 779
712 409 659
658 634 238
452 590 221
589 804 16
678 706 220
758 50 981
107 314 436
367 285 538
738 556 346
57 234 744
181 103 908
32 333 23
824 426 139
216 715 678
848 513 131
319 842 329
604 13 156
122 59 932
554 893 197
443 678 346
714 462 981
152 879 599
406 731 627
66 101 194
119 19 610
918 748 808
29 834 27
473 608 999
464 912 347
844 775 590
686 258 120
906 42 453
708 789 812
242 501 475
520 335 584
307 194 962
277 265 427
108 649 470
422 347 89
680 685 12
699 565 109
112 104 404
213 504 492
452 400 74
421 612 242
264 675 747
226 252 936
292 25 90
315 183 16
863 496 383
38 698 111
602 692 388
768 404 917
812 704 612
197 64 320
718 334 189
205 100 118
696 222 71
255 873 746
85 168 120
319 858 278
65 111 8
565 468 363
65 572 800
719 308 514
562 122 922
841 326 469
572 192 723
713 61 720
197 351 275
304 675 740
874 185 143
210 67 724
68 527 85
886 426 441
340 498 1000
642 814 811
296 688 445
156 327 852
150 693 311
912 432 615
161 205 139
633 296 602
276 231 367
465 612 666
188 688 608
682 858 930
691 249 544
102 684 539
508 796 915
907 398 60
547 439 696
199 33 966
553 398 300
535 566 416
597 890 331
156 36 493
326 325 344
910 753 35
394 671 499
464 477 796
416 333 127
442 645 496
613 816 99
226 593 447
511 672 832
833 373 771
567 551 330
14 583 62
189 381 408
438 169 899
29 339 700
706 211 553
707 520 116
558 95 657
115 480 873
703 182 94
164 886 99
868 675 934
254 455 994
769 718 897
716 194 445
457 549 226
559 233 755
687 863 493
720 80 844
885 182 361
589 918 696
113 206 10
760 632 648
42 920 960
47 720 61
802 504 308
371 125 291
372 358 494
542 686 33
452 775 581
856 912 618
754 719 525
762 254 750
54 740 865
860 123 940
344 284 320
683 380 466
564 603 980
710 281 131
454 492 499
447 55 752
466 199 462
35 667 900
823 364 430
